"Red","Rojo",0,0
"Blue","Azul",0,0
"Yellow","Amarillo",0,0
"Green","Verde",0,0
"Orange","Naranja",0,0
"Purple","Morado",0,0
"Pink","Rosa",0,0
"White","Blanco",0,0
"Black","Negro",0,0
"Gray","Gris",0,0
"Brown","Marron",0,0
"Gold","Dorado",0,0
"Silver","Plateado",0,0
"Light","Claro",0,0
"Dark","Oscuro",0,0
